"ID","Symbol","Entry_Date","Exit_Date","Quantity","Buy_Value","Sell_Value","Profit","Period_of_holding","Turnover"
344,M&M,"2021-05-18 00:00:00.000","2021-05-18 00:00:00.000",5,3972,3960,-12,0,12
344,M&M,"2021-05-18 00:00:00.000","2021-05-18 00:00:00.000",6,4749,4773,24,0,24
268,GRASIM,"2021-05-28 00:00:00.000","2021-05-28 00:00:00.000",5,7375,7395,20,0,20
484,RELIANCE,"2021-05-28 00:00:00.000","2021-05-31 00:00:00.000",5,10474,10536,62,3,0
484,RELIANCE,"2021-05-28 00:00:00.000","2021-05-31 00:00:00.000",1,2095,2107,12,3,0
484,RELIANCE,"2021-05-28 00:00:00.000","2021-05-31 00:00:00.000",3,6285,6321,37,3,0
346,MARUTI,"2021-05-31 00:00:00.000","2021-05-31 00:00:00.000",10,70450,70500,50,0,50
29,BAJAJFINSV,"2021-05-31 00:00:00.000","2021-05-31 00:00:00.000",1,11692,11651,-41,0,41
29,BAJAJFINSV,"2021-05-31 00:00:00.000","2021-05-31 00:00:00.000",3,35076,34950,-126,0,126
29,BAJAJFINSV,"2021-05-31 00:00:00.000","2021-05-31 00:00:00.000",3,35077,34950,-126,0,126
29,BAJAJFINSV,"2021-05-31 00:00:00.000","2021-05-31 00:00:00.000",1,11692,11650,-42,0,42
316,JINDALSTEL,"2021-06-01 00:00:00.000","2021-06-01 00:00:00.000",2,787,787,-1,0,1
316,JINDALSTEL,"2021-06-01 00:00:00.000","2021-06-01 00:00:00.000",21,8268,8259,-8,0,8
316,JINDALSTEL,"2021-06-01 00:00:00.000","2021-06-01 00:00:00.000",4,1575,1573,-2,0,2
316,JINDALSTEL,"2021-06-01 00:00:00.000","2021-06-01 00:00:00.000",23,9055,9046,-9,0,9
332,LT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",3,4639,4632,-7,0,7
332,LT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",5,7732,7720,-12,0,12
332,LT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",8,12371,12352,-19,0,19
332,LT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",4,6186,6176,-10,0,10
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",10,16095,16102,7,0,7
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",5,8060,8035,-25,0,25
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",20,32240,32140,-100,0,100
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",4,6404,6390,-14,0,14
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",10,16010,15974,-36,0,36
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",11,17611,17571,-40,0,40
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",25,40450,40250,-200,0,200
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",100,162400,163200,800,0,800
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",25,40868,40913,45,0,45
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",15,24521,24540,20,0,20
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",10,16348,16360,13,0,13
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",10,16420,16700,281,0,281
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",15,24695,25050,356,0,356
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",5,8260,8350,90,0,90
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",25,41600,41750,150,0,150
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",23,38491,38755,265,0,265
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",50,83675,84250,575,0,575
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",27,45185,45495,311,0,311
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",20,33760,33680,-80,0,80
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",5,8440,8400,-40,0,40
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",15,25245,25335,90,0,90
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",10,16856,16910,54,0,54
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",50,84908,85250,343,0,343
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",21,35780,35700,-80,0,80
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",1,1704,1700,-4,0,4
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",5,8519,8496,-23,0,23
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",10,17038,16992,-46,0,46
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",9,15334,15293,-41,0,41
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",17,28971,28886,-85,0,85
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",4,6817,6797,-20,0,20
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",5,8521,8496,-25,0,25
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",13,22155,22090,-65,0,65
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",44,75115,75108,-7,0,7
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",5,8536,8535,-1,0,1
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",1,1707,1707,0,0,0
268,GRASIM,"2021-06-04 00:00:00.000","2021-06-04 00:00:00.000",10,15030,14980,-50,0,50
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-07 00:00:00.000",10,17020,16247,-773,3,0
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-07 00:00:00.000",5,8557,8124,-434,3,0
1,ADANIENT,"2021-06-04 00:00:00.000","2021-06-07 00:00:00.000",5,8540,8124,-417,3,0
15,ADANIPORTS,"2021-06-07 00:00:00.000","2021-06-07 00:00:00.000",50,44200,44000,-200,0,200
1,ADANIENT,"2021-06-07 00:00:00.000","2021-06-07 00:00:00.000",10,16590,17047,457,0,457
1,ADANIENT,"2021-06-07 00:00:00.000","2021-06-07 00:00:00.000",10,16290,17047,757,0,757
1,ADANIENT,"2021-06-07 00:00:00.000","2021-06-07 00:00:00.000",10,16290,16522,232,0,232
317,JSWSTEEL,"2021-06-07 00:00:00.000","2021-06-07 00:00:00.000",25,18250,18175,-75,0,75
484,RELIANCE,"2021-06-07 00:00:00.000","2021-06-07 00:00:00.000",10,22025,21900,-125,0,125
271,HCLTECH,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",10,9579,9581,2,0,2
1,ADANIENT,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",10,16117,16070,-47,0,47
1,ADANIENT,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",25,41650,41464,-186,0,186
1,ADANIENT,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",4,6640,6634,-6,0,6
1,ADANIENT,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",6,9960,9951,-9,0,9
1,ADANIENT,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",10,16530,16460,-70,0,70
1,ADANIENT,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",7,11477,11459,-18,0,18
1,ADANIENT,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",1,1640,1637,-3,0,3
1,ADANIENT,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",2,3279,3274,-5,0,5
1,ADANIENT,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",10,16448,16470,23,0,23
1,ADANIENT,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",20,32980,32940,-40,0,40
1,ADANIENT,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",1,1633,1644,11,0,11
1,ADANIENT,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",25,40825,40888,63,0,63
1,ADANIENT,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",1,1633,1631,-2,0,2
1,ADANIENT,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",14,22862,22835,-27,0,27
1,ADANIENT,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",9,14697,14680,-17,0,17
316,JINDALSTEL,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",21,8341,8316,-25,0,25
316,JINDALSTEL,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",4,1589,1584,-5,0,5
346,MARUTI,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",1,7345,7339,-6,0,6
346,MARUTI,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",1,7345,7339,-7,0,7
346,MARUTI,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",1,7345,7338,-7,0,7
346,MARUTI,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",5,36725,36691,-35,0,35
346,MARUTI,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",2,14690,14677,-13,0,13
314,IRCTC,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",5,10685,10725,40,0,40
314,IRCTC,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",45,96167,96525,358,0,358
314,IRCTC,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",10,21640,21600,-40,0,40
314,IRCTC,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",1,2163,2160,-3,0,3
314,IRCTC,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",3,6489,6480,-9,0,9
314,IRCTC,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",2,4326,4320,-6,0,6
314,IRCTC,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",4,8652,8640,-12,0,12
314,IRCTC,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",25,54253,54000,-253,0,253
332,LT,"2021-06-08 00:00:00.000","2021-06-08 00:00:00.000",10,15800,15750,-50,0,50
536,UPL,"2021-06-09 00:00:00.000","2021-06-09 00:00:00.000",40,34488,34400,-88,0,88
536,UPL,"2021-06-09 00:00:00.000","2021-06-09 00:00:00.000",10,8622,8600,-22,0,22
15,ADANIPORTS,"2021-06-09 00:00:00.000","2021-06-09 00:00:00.000",10,8978,8930,-48,0,48
15,ADANIPORTS,"2021-06-09 00:00:00.000","2021-06-09 00:00:00.000",17,15147,15096,-51,0,51
15,ADANIPORTS,"2021-06-09 00:00:00.000","2021-06-09 00:00:00.000",83,73953,73704,-249,0,249
1,ADANIENT,"2021-06-09 00:00:00.000","2021-06-09 00:00:00.000",2,3253,3246,-7,0,7
1,ADANIENT,"2021-06-09 00:00:00.000","2021-06-09 00:00:00.000",5,8132,8115,-17,0,17
1,ADANIENT,"2021-06-09 00:00:00.000","2021-06-09 00:00:00.000",3,4880,4869,-11,0,11
344,M&M,"2021-06-09 00:00:00.000","2021-06-09 00:00:00.000",1,811,815,4,0,4
344,M&M,"2021-06-09 00:00:00.000","2021-06-09 00:00:00.000",9,7298,7333,35,0,35
344,M&M,"2021-06-09 00:00:00.000","2021-06-09 00:00:00.000",40,32582,32592,10,0,10
344,M&M,"2021-06-09 00:00:00.000","2021-06-09 00:00:00.000",3,2444,2444,1,0,1
344,M&M,"2021-06-09 00:00:00.000","2021-06-09 00:00:00.000",7,5702,5704,2,0,2
267,GLENMARK,"2021-06-11 00:00:00.000","2021-06-11 00:00:00.000",1,648,648,-1,0,1
267,GLENMARK,"2021-06-11 00:00:00.000","2021-06-11 00:00:00.000",50,32375,32390,15,0,15
267,GLENMARK,"2021-06-11 00:00:00.000","2021-06-11 00:00:00.000",2,1303,1299,-4,0,4
267,GLENMARK,"2021-06-11 00:00:00.000","2021-06-11 00:00:00.000",10,6515,6495,-21,0,21
267,GLENMARK,"2021-06-11 00:00:00.000","2021-06-11 00:00:00.000",4,2606,2598,-8,0,8
267,GLENMARK,"2021-06-11 00:00:00.000","2021-06-11 00:00:00.000",60,39090,38964,-126,0,126
267,GLENMARK,"2021-06-11 00:00:00.000","2021-06-11 00:00:00.000",24,15636,15586,-50,0,50
269,GUJGASLTD,"2021-06-15 00:00:00.000","2021-06-15 00:00:00.000",27,17512,17550,38,0,38
269,GUJGASLTD,"2021-06-15 00:00:00.000","2021-06-15 00:00:00.000",15,9729,9750,21,0,21
294,IBULHSGFIN,"2021-06-15 00:00:00.000","2021-06-15 00:00:00.000",50,15550,15505,-45,0,45
294,IBULHSGFIN,"2021-06-15 00:00:00.000","2021-06-15 00:00:00.000",5,1555,1551,-5,0,5
294,IBULHSGFIN,"2021-06-15 00:00:00.000","2021-06-15 00:00:00.000",15,4665,4652,-14,0,14
537,VEDL,"2021-08-16 00:00:00.000","2021-08-16 00:00:00.000",50,16970,17023,53,0,53
537,VEDL,"2021-08-16 00:00:00.000","2021-08-16 00:00:00.000",50,16973,17000,28,0,28
537,VEDL,"2021-08-16 00:00:00.000","2021-08-16 00:00:00.000",50,16975,17000,25,0,25
509,SONACOMS,"2021-08-16 00:00:00.000","2021-08-16 00:00:00.000",1,523,519,-3,0,3
509,SONACOMS,"2021-08-16 00:00:00.000","2021-08-16 00:00:00.000",2,1045,1039,-7,0,7
509,SONACOMS,"2021-08-16 00:00:00.000","2021-08-16 00:00:00.000",6,3136,3116,-20,0,20
241,BIOCON,"2021-08-26 00:00:00.000","2021-08-26 00:00:00.000",29,9964,9953,-12,0,12
241,BIOCON,"2021-08-26 00:00:00.000","2021-08-26 00:00:00.000",11,3780,3775,-4,0,4
484,RELIANCE,"2021-08-30 00:00:00.000","2021-08-30 00:00:00.000",2,4508,4513,5,0,5
516,TATASTEEL,"2021-09-07 00:00:00.000","2021-09-07 00:00:00.000",2,2910,2899,-12,0,12
312,IOC,"2021-09-09 00:00:00.000","2021-09-16 00:00:00.000",4,456,471,16,7,0
484,RELIANCE,"2021-10-13 00:00:00.000","2021-10-13 00:00:00.000",3,8063,8058,-5,0,5
484,RELIANCE,"2021-10-13 00:00:00.000","2021-10-13 00:00:00.000",6,16128,16117,-11,0,11
484,RELIANCE,"2021-10-13 00:00:00.000","2021-10-13 00:00:00.000",1,2688,2686,-2,0,2
484,RELIANCE,"2021-10-13 00:00:00.000","2021-10-13 00:00:00.000",2,5386,5372,-14,0,14
15,ADANIPORTS,"2021-10-13 00:00:00.000","2021-10-13 00:00:00.000",40,30154,30080,-74,0,74
15,ADANIPORTS,"2021-10-13 00:00:00.000","2021-10-13 00:00:00.000",40,30344,30440,96,0,96
516,TATASTEEL,"2021-10-13 00:00:00.000","2021-10-13 00:00:00.000",25,33800,33920,120,0,120
20,ASHOKLEY,"2021-10-13 00:00:00.000","2021-10-13 00:00:00.000",200,28950,28950,0,0,0
15,ADANIPORTS,"2021-10-14 00:00:00.000","2021-10-14 00:00:00.000",20,15998,16019,21,0,21
254,DLF,"2021-10-14 00:00:00.000","2021-10-14 00:00:00.000",28,12275,12200,-76,0,76
254,DLF,"2021-10-14 00:00:00.000","2021-10-14 00:00:00.000",2,877,871,-5,0,5
308,INDUSINDBK,"2021-10-19 00:00:00.000","2021-10-19 00:00:00.000",15,18500,18500,0,0,0
366,MINDTREE,"2021-10-29 00:00:00.000","2021-10-29 00:00:00.000",5,23140,23179,38,0,38
241,BIOCON,"2021-10-29 00:00:00.000","2021-10-29 00:00:00.000",3,1035,1034,0,0,0
241,BIOCON,"2021-10-29 00:00:00.000","2021-10-29 00:00:00.000",27,9315,9310,-5,0,5
241,BIOCON,"2021-10-29 00:00:00.000","2021-10-29 00:00:00.000",3,1032,1040,8,0,8
241,BIOCON,"2021-10-29 00:00:00.000","2021-10-29 00:00:00.000",17,5848,5895,47,0,47
358,MCDOWELL-N,"2021-10-29 00:00:00.000","2021-10-29 00:00:00.000",9,8304,8280,-24,0,24
358,MCDOWELL-N,"2021-10-29 00:00:00.000","2021-10-29 00:00:00.000",16,14763,14720,-43,0,43
358,MCDOWELL-N,"2021-10-29 00:00:00.000","2021-10-29 00:00:00.000",1,925,920,-5,0,5
302,INDHOTEL,"2021-11-04 00:00:00.000","2021-11-08 00:00:00.000",8,1722,1711,-11,4,0
302,INDHOTEL,"2021-11-04 00:00:00.000","2021-11-08 00:00:00.000",1,215,214,-1,4,0
303,INDIACEM,"2021-11-10 00:00:00.000","2021-11-10 00:00:00.000",20,4250,4229,-21,0,21
1,ADANIENT,"2021-11-12 00:00:00.000","2021-11-12 00:00:00.000",10,17129,17050,-79,0,79
304,INDIGO,"2021-11-12 00:00:00.000","2021-11-12 00:00:00.000",20,45209,44830,-379,0,379
304,INDIGO,"2021-11-12 00:00:00.000","2021-11-12 00:00:00.000",11,24721,24625,-97,0,97
304,INDIGO,"2021-11-12 00:00:00.000","2021-11-12 00:00:00.000",9,20227,20146,-81,0,81
304,INDIGO,"2021-11-12 00:00:00.000","2021-11-12 00:00:00.000",1,2275,2271,-3,0,3
304,INDIGO,"2021-11-12 00:00:00.000","2021-11-12 00:00:00.000",6,13647,13627,-20,0,20
304,INDIGO,"2021-11-12 00:00:00.000","2021-11-12 00:00:00.000",2,4549,4542,-7,0,7
304,INDIGO,"2021-11-12 00:00:00.000","2021-11-12 00:00:00.000",4,9099,9084,-14,0,14
304,INDIGO,"2021-11-12 00:00:00.000","2021-11-12 00:00:00.000",7,15923,15898,-25,0,25
304,INDIGO,"2021-11-12 00:00:00.000","2021-11-12 00:00:00.000",3,6822,6816,-6,0,6
304,INDIGO,"2021-11-12 00:00:00.000","2021-11-12 00:00:00.000",6,13644,13632,-12,0,12
304,INDIGO,"2021-11-12 00:00:00.000","2021-11-12 00:00:00.000",11,25014,24992,-22,0,22
1,ADANIENT,"2021-11-23 00:00:00.000","2021-11-23 00:00:00.000",3,5109,5101,-8,0,8
382,NIFTY2140114500PE,"2021-04-01 10:48:26.000","2021-04-01 11:02:43.000",75,559,683,124,0,806
383,NIFTY2140114900CE,"2021-04-01 11:13:39.000","2021-04-01 11:18:02.000",75,360,300,-60,0,360
383,NIFTY2140114900CE,"2021-04-01 12:09:23.000","2021-04-01 12:16:30.000",75,454,390,-64,0,454
383,NIFTY2140114900CE,"2021-04-01 13:19:19.000","2021-04-01 13:20:42.000",75,675,525,-150,0,675
90,BANKNIFTY2140833500CE,"2021-04-06 09:38:17.000","2021-04-06 09:40:39.000",25,6958,6434,-524,0,6958
83,BANKNIFTY2140832300PE,"2021-04-06 10:18:26.000","2021-04-06 10:19:13.000",25,7400,6886,-514,0,7400
83,BANKNIFTY2140832300PE,"2021-04-06 10:20:25.000","2021-04-06 10:21:10.000",25,8084,7534,-550,0,8084
86,BANKNIFTY2140833000CE,"2021-04-07 12:06:12.000","2021-04-07 12:11:22.000",25,9853,9100,-753,0,9853
86,BANKNIFTY2140833000CE,"2021-04-07 12:31:00.000","2021-04-07 12:47:11.000",25,9500,8600,-900,0,9500
89,BANKNIFTY2140833300PE,"2021-04-08 14:19:34.000","2021-04-08 14:20:54.000",25,6750,6061,-689,0,6750
88,BANKNIFTY2140833200CE,"2021-04-08 14:24:53.000","2021-04-08 14:28:09.000",25,1000,825,-175,0,1000
89,BANKNIFTY2140833300PE,"2021-04-08 14:30:09.000","2021-04-08 14:31:00.000",25,7879,8675,796,0,9471
89,BANKNIFTY2140833300PE,"2021-04-08 14:31:36.000","2021-04-08 14:31:44.000",25,9250,8584,-666,0,9250
89,BANKNIFTY2140833300PE,"2021-04-08 14:33:13.000","2021-04-08 14:33:45.000",25,9234,10388,1154,0,11541
89,BANKNIFTY2140833300PE,"2021-04-08 14:33:59.000","2021-04-08 14:34:21.000",25,10684,11080,396,0,11476
85,BANKNIFTY2140832900PE,"2021-04-08 14:34:35.000","2021-04-08 14:36:51.000",25,2848,3190,343,0,3533
84,BANKNIFTY2140832800CE,"2021-04-08 14:38:20.000","2021-04-08 14:39:50.000",25,2750,3750,1000,0,4750
84,BANKNIFTY2140832800CE,"2021-04-08 14:40:58.000","2021-04-08 14:41:31.000",25,3750,3284,-466,0,3750
85,BANKNIFTY2140832900PE,"2021-04-08 14:42:19.000","2021-04-08 14:43:16.000",25,1750,1421,-329,0,1750
84,BANKNIFTY2140832800CE,"2021-04-08 14:44:47.000","2021-04-08 14:45:07.000",25,3750,3044,-706,0,3750
85,BANKNIFTY2140832900PE,"2021-04-08 14:46:09.000","2021-04-08 14:48:18.000",25,1625,1606,-19,0,1625
85,BANKNIFTY2140832900PE,"2021-04-08 14:48:44.000","2021-04-08 14:51:45.000",25,1663,1783,120,0,1903
85,BANKNIFTY2140832900PE,"2021-04-08 14:57:25.000","2021-04-08 14:58:45.000",25,2095,1656,-439,0,2095
85,BANKNIFTY2140832900PE,"2021-04-08 15:00:06.000","2021-04-08 15:01:33.000",25,4111,3246,-865,0,4111
87,BANKNIFTY2140833000PE,"2021-04-08 15:04:52.000","2021-04-08 15:06:11.000",25,5499,4700,-799,0,5499
87,BANKNIFTY2140833000PE,"2021-04-08 15:10:21.000","2021-04-08 15:10:53.000",25,5686,5518,-169,0,5686
87,BANKNIFTY2140833000PE,"2021-04-08 15:14:10.000","2021-04-08 15:14:26.000",25,5928,6251,324,0,6575
107,BANKNIFTY2141531800PE,"2021-04-09 09:15:15.000","2021-04-09 09:17:11.000",25,8724,7479,-1245,0,8724
112,BANKNIFTY2141533000CE,"2021-04-09 09:38:49.000","2021-04-09 09:39:29.000",25,8875,9125,250,0,9375
112,BANKNIFTY2141533000CE,"2021-04-09 09:40:34.000","2021-04-09 09:43:28.000",25,9250,9375,125,0,9500
113,BANKNIFTY2141533200CE,"2021-04-09 09:45:08.000","2021-04-09 09:47:29.000",25,7875,7076,-799,0,7875
386,NIFTY2141515000CE,"2021-04-09 12:26:40.000","2021-04-09 12:31:17.000",75,6098,5764,-334,0,6098
111,BANKNIFTY2141532100PE,"2021-04-09 13:46:26.000","2021-04-09 13:53:33.000",25,7750,7546,-204,0,7750
111,BANKNIFTY2141532100PE,"2021-04-09 13:55:56.000","2021-04-09 14:01:56.000",25,7750,8125,375,0,8500
100,BANKNIFTY2141531200PE,"2021-04-12 09:15:57.000","2021-04-12 09:17:03.000",25,10750,11125,375,0,11500
98,BANKNIFTY2141531000PE,"2021-04-12 09:20:14.000","2021-04-12 09:25:13.000",25,10650,10000,-650,0,10650
98,BANKNIFTY2141531000PE,"2021-04-12 09:28:26.000","2021-04-12 09:31:37.000",25,11093,14500,3408,0,17908
98,BANKNIFTY2141531000PE,"2021-04-12 09:35:41.000","2021-04-12 09:36:04.000",25,13825,13335,-490,0,13825
384,NIFTY2141514300PE,"2021-04-12 10:05:16.000","2021-04-12 10:08:01.000",75,6034,5595,-439,0,6034
96,BANKNIFTY2141530900PE,"2021-04-12 11:05:25.000","2021-04-12 11:11:08.000",25,9433,9410,-23,0,9433
96,BANKNIFTY2141530900PE,"2021-04-12 11:14:35.000","2021-04-12 11:18:48.000",25,10250,9964,-286,0,10250
96,BANKNIFTY2141530900PE,"2021-04-12 11:21:27.000","2021-04-12 11:28:13.000",25,10375,11250,875,0,12125
96,BANKNIFTY2141530900PE,"2021-04-12 11:30:15.000","2021-04-12 11:44:30.000",25,11750,13125,1375,0,14500
96,BANKNIFTY2141530900PE,"2021-04-12 11:51:20.000","2021-04-12 11:52:17.000",25,11875,12500,625,0,13125
96,BANKNIFTY2141530900PE,"2021-04-12 11:54:54.000","2021-04-12 11:55:45.000",25,13125,13625,500,0,14125
95,BANKNIFTY2141530800PE,"2021-04-12 11:56:36.000","2021-04-12 12:14:16.000",25,11749,12576,828,0,13404
94,BANKNIFTY2141530700PE,"2021-04-12 12:17:27.000","2021-04-12 12:42:53.000",25,11150,10961,-189,0,11150
94,BANKNIFTY2141530700PE,"2021-04-12 12:56:52.000","2021-04-12 13:30:07.000",25,11500,11250,-250,0,11500
94,BANKNIFTY2141530700PE,"2021-04-12 13:39:31.000","2021-04-12 14:45:15.000",25,11625,12306,681,0,12988
92,BANKNIFTY2141530000PE,"2021-04-12 14:35:52.000","2021-04-12 15:27:06.000",25,6223,4800,-1423,0,6223
93,BANKNIFTY2141530500PE,"2021-04-12 14:50:46.000","2021-04-12 15:03:54.000",25,10000,9588,-413,0,10000
385,NIFTY2141514800CE,"2021-04-12 15:09:38.000","2021-04-12 15:27:26.000",75,735,893,158,0,1050
91,BANKNIFTY2141529800PE,"2021-04-12 15:29:33.000","2021-04-13 09:15:46.000",25,4116,2564,-1553,1,4116
266,FINNIFTY2141514200PE,"2021-04-13 09:21:09.000","2021-04-13 09:22:24.000",40,1760,1402,-358,0,1760
97,BANKNIFTY2141531000CE,"2021-04-13 12:18:33.000","2021-04-13 12:19:39.000",25,10000,10125,125,0,10250
97,BANKNIFTY2141531000CE,"2021-04-13 12:20:57.000","2021-04-13 12:23:12.000",25,10075,9900,-175,0,10075
97,BANKNIFTY2141531000CE,"2021-04-13 12:24:53.000","2021-04-13 12:30:11.000",25,10500,10825,325,0,11150
97,BANKNIFTY2141531000CE,"2021-04-13 12:31:28.000","2021-04-13 12:32:16.000",25,11200,11000,-200,0,11200
99,BANKNIFTY2141531200CE,"2021-04-13 12:35:37.000","2021-04-13 12:38:22.000",25,8000,7725,-275,0,8000
99,BANKNIFTY2141531200CE,"2021-04-13 12:46:21.000","2021-04-13 12:48:13.000",25,8543,8750,208,0,8958
100,BANKNIFTY2141531200PE,"2021-04-13 13:08:30.000","2021-04-13 13:35:48.000",25,8000,6778,-1223,0,8000
99,BANKNIFTY2141531200CE,"2021-04-13 13:48:46.000","2021-04-13 13:59:28.000",25,10881,13539,2658,0,16196
101,BANKNIFTY2141531500CE,"2021-04-13 14:01:35.000","2021-04-13 14:04:59.000",25,8750,7931,-819,0,8750
101,BANKNIFTY2141531500CE,"2021-04-13 14:08:10.000","2021-04-13 14:09:33.000",25,8500,9000,500,0,9500
101,BANKNIFTY2141531500CE,"2021-04-13 14:10:33.000","2021-04-13 14:17:20.000",25,9914,9605,-309,0,9914
101,BANKNIFTY2141531500CE,"2021-04-13 14:23:30.000","2021-04-13 14:25:17.000",25,9399,9150,-249,0,9399
101,BANKNIFTY2141531500CE,"2021-04-13 14:27:32.000","2021-04-13 14:31:13.000",25,9888,11250,1363,0,12613
103,BANKNIFTY2141531600CE,"2021-04-13 14:32:26.000","2021-04-13 14:38:58.000",25,9335,10500,1165,0,11665
103,BANKNIFTY2141531600CE,"2021-04-13 14:38:24.000","2021-04-13 14:38:58.000",25,9803,10500,698,0,11198
103,BANKNIFTY2141531600CE,"2021-04-13 14:39:15.000","2021-04-13 14:40:00.000",25,11630,11569,-61,0,11630
108,BANKNIFTY2141531900CE,"2021-04-13 14:40:35.000","2021-04-13 14:41:23.000",25,7375,7023,-353,0,7375
108,BANKNIFTY2141531900CE,"2021-04-13 14:40:35.000","2021-04-13 14:41:23.000",25,7375,7021,-354,0,7375
108,BANKNIFTY2141531900CE,"2021-04-13 14:42:16.000","2021-04-13 14:48:17.000",25,6831,6875,44,0,6919
108,BANKNIFTY2141531900CE,"2021-04-13 14:43:06.000","2021-04-13 14:50:21.000",25,7250,5951,-1299,0,7250
108,BANKNIFTY2141531900CE,"2021-04-13 14:43:10.000","2021-04-13 14:50:21.000",25,7309,5951,-1358,0,7309
